id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;pos1;pos2;pos3;lemma1;lemma2;lemma3;comments;full fragment;source words;source fragment
16591;pretérito perfecto compuesto;target;yes;yes;he;amado;;VHfin;VLadj;;haber;amar;;;Siempre os he amado .;have loved;I have always loved you .
16592;presente;target;yes;yes;Hay;;;VHfin;;;haber;;;;Hay que cerrar las fugas o no nos salvaremos de esto ,;'ve got;We 've got to close the leaks or it 's all over for us .
16593;presente;target;yes;yes;conoce;;;VLfin;;;conocer;;;;Envidiad a quien no conoce el amor .;has known;Envy a man who has never known such love .
16594;pretérito pluscuamperfecto;target;yes;yes;hubiera;dicho;;VHfin;VLadj;;haber;decir;;;Quién lo hubiera dicho de Johann ?;have thought;Who 'd have thought it of Johann ?
16595;pretérito perfecto compuesto;target;yes;yes;han;probado;;VHfin;VLadj;;haber;probar;;;- Todos la han probado a ella ,;have tried;- Half the fleet have tried her .
16596;pretérito indefinido;target;yes;yes;tornaste;;;VLfin;;;tornaste;;;;Pero debemos asegurarnos de que vuestra esencia no se perdió , que no os tornaste una mortal .;have become;But we have to make sure that your essence is intact , that you have not become a mortal .
16597;presente;target;yes;yes;pueda;;;VMfin;;;poder;;;;- Lo que más pueda , jefe ,;'ve got;- All you 've got , Chief !
16598;pretérito perfecto compuesto;target;yes;yes;has;conseguido;;VHfin;VLadj;;haber;conseguir;;;¡ Mira lo que has conseguido !;'ve done;Look what you 've done !
16599;pretérito perfecto compuesto;target;yes;yes;Ha;cesado;;VHfin;VLadj;;haber;cesar;;;"Hay síntomas .
Ha cesado de sangrar y sus pechos producen leche .";has ceased;She has ceased to bleed , her breasts have some milk , and her stomach is swollen .
16600;condicional compuesto;target;yes;yes;habría;dado;;VHfin;VLadj;;haber;dar;;;¡ Lo que yo no habría dado por tener un vestido ... tan bonito como éste cuando era pequeña !;have given;What l wouldn 't have given to have such a dress ... as fine as this when l was your age !
16601;presente;target;yes;yes;tienen;;;VLfin;;;tener;;;;Las ataduras del Infierno me rodean , y los lazos de la muerte me tienen prisionera .;have overtaken;The cords of hell have encompassed me about and the snares of death have overtaken me !
16602;condicional compuesto;target;yes;yes;habría;dado;;VHfin;VLadj;;haber;dar;;;Si me lo hubieses pedido , yo te lo habría dado , Mercedes .;have given;If you had asked for it , l would have given this to you , Mercedes .
16603;pretérito indefinido;target;yes;yes;consultó;;;VLfin;;;consultar;;;;No se me consultó tañer las campanas .;'ve consulted;They should 've consulted me before they rang the bells .
16604;pretérito perfecto compuesto;target;yes;yes;has;hecho;;VHfin;VLadj;;haber;hacer;;;Me has hecho daño con lo que has hecho .;'ve done;What you 've done hurts me .
16605;pretérito indefinido;target;yes;yes;estuvieron;;;VEfin;;;estar;;;;Solo un montón de piedras viejas que siempre estuvieron aquí .;have been;Just a pile of old rocks that have always been here .
16606;pretérito pluscuamperfecto;target;yes;yes;hubiera;sido;;VHfin;VSadj;;haber;ser;;;"Pero para asegurarnos de que no se sientan frustrados hemos decidido que los muchachos les cuenten el resto de la historia ... ... así sabrán lo bonito que hubiera sido el final .
Bueno , muchachos .";have been;But to ensure that you won 't leave the theater feeling frustrated we have decided that the boys will tell you the rest of the story ... ... so at least you know how good the ending ... ... would have been .
16607;pretérito perfecto compuesto;target;yes;yes;han;encontrado;;VHfin;VLadj;;haber;encontrar;;;No han encontrado nada que ocupe su lugar .;have found;They have found nothing to replace her .
16608;pretérito perfecto compuesto;target;yes;yes;han;perdido;;VHfin;VLadj;;haber;perder;;;Los destructores nos han perdido el rastro ,;have lost;Satisfied the destroyers have lost us .
16609;pretérito indefinido;target;yes;yes;pensó;;;VLfin;;;pensar;;;;Es lo que pensó siempre .;'ve thought;That 's what you 've always thought .
16610;pretérito perfecto compuesto;target;yes;yes;Ha;pasado;;VHfin;VLadj;;haber;pasar;;;- Ha pasado de largo ,;has passed;- It has passed us by .
16611;pretérito perfecto compuesto;target;yes;yes;he;cojido;;VHfin;NC;;haber;cojido;;;- No he cojido , eso seguro .;haven gotten;I haven 't gotten laid .
16612;presente;target;yes;yes;cierne;;;VLfin;;;cerner|cernir;;;;El velo de la muerte se cierne sobre mí .;have closed;The waves of death have closed about me !
16613;presente;target;yes;yes;está;cubierto;;VEfin;VLadj;;estar;cubrir;;;- No te preocupes , está cubierto .;have covered;- Don 't worry , I have it covered .
16614;pretérito indefinido;target;yes;yes;libramos;;;VLfin;;;librar;;;;- Creo que nos libramos de ellos ,;have shaken;- I guess we have shaken them off .
16615;pretérito perfecto compuesto;target;yes;yes;Hemos;colocado;;VHfin;VLadj;;haber;colocar;;;- Hemos colocado una nueva ,;'ve got;- We 've got a brand new one .
16616;pretérito perfecto compuesto;target;yes;yes;Has;hablado;;VHfin;VLadj;;haber;hablar;;;Has hablado con tu mujer ?;Have talked;Have you talked to your wife ?
16617;pretérito indefinido;target;yes;yes;instaló;;;VLfin;;;instalar;;;;Un sapo monstruoso se instaló en sus raíces ... y no deja al árbol curarse .;has settled;A monstrous toad has settled in its roots and won 't let the tree thrive .
16618;pretérito perfecto compuesto;target;yes;yes;ha;cometido;;VHfin;NC;;haber;cometido;;;Lord Robert ha cometido traición .;has committed;Lord Robert has committed treason .
16619;pretérito perfecto compuesto;target;yes;yes;ha;abandonado;;VHfin;VLadj;;haber;abandonar;;;¿ Acaso os ha abandonado ?;Has abandoned;Has He abandoned you ?
16620;presente;target;yes;yes;Llevo;;;VLfin;;;llevar;;;;- Llevo esperando 2 horas .;'ve been;I 've been waiting for 2 hours .
16621;pretérito perfecto compuesto;target;yes;yes;has;dejado;;VHfin;VLadj;;haber;dejar;;;Lo has dejado bastante claro . ¿ Vamos ?;'ve made;You 've made that clear enough .
16622;presente;target;yes;yes;Llevamos;;;VLfin;;;llevar;;;;Llevamos 15 horas aquí ,;'s been;It 's been 15 hours .
16623;pretérito perfecto compuesto;target;yes;yes;has;hecho;;VHfin;VLadj;;haber;hacer;;;¿ Qué has hecho en los últimos tres meses que has estado viviendo aquí ?;have done;What have you done in the last three months that you 've been living here ?
16624;pretérito perfecto compuesto;target;yes;yes;han;roto;;VHfin;VLadj;;haber;romper;;;A ver cuántos elementos se han roto , Trae correas para la batería ,;have cracked;See how many cells have cracked .
16625;pretérito perfecto compuesto;target;yes;yes;hemos;visto;;VHfin;VLadj;;haber;ver;;;No hemos visto un rayo de sol en 14 días , Hemos ido a la deriva ,;'ve had;We 've not had a sun shot in 14 days .
16626;pretérito perfecto compuesto;target;yes;yes;ha;salvado;;VHfin;VLadj;;haber;salvar;;;Dios ya ha salvado sus almas .;has saved;God has already saved their souls .
16627;presente;target;yes;yes;Llevamos;;;VLfin;;;llevar;;;;- Llevamos una hora esperando ,;'ve waited;- We 've waited over an hour now .
16628;presente;target;yes;yes;está;;;VEfin;;;estar;;;;Ella está loca por mi .;'s got;She 's got the hots for me .
16629;presente;target;yes;yes;llevamos;;;VLfin;;;llevar;;;;Con el combustible que llevamos , no llegaremos a La Rochelle ,;'ve got;On the fuel we 've got we won 't even make La Rochelle .
16630;pretérito perfecto compuesto;target;yes;yes;has;hecho;;VHfin;VLadj;;haber;hacer;;;- Cuántas patrullas has hecho ?;have done;- How many patrols have you done ?
16631;pretérito perfecto compuesto;target;yes;yes;ha;promulgado;;VHfin;VLadj;;haber;promulgar;;;Su Santidad ha promulgado la bula .;has issued;His Holiness has issued the Bull .
16632;pretérito perfecto compuesto;target;yes;yes;Hemos;declarado;;VHfin;VLadj;;haber;declarar;;;Hemos declarado el estado de emergencia , y se han enviado equipos de rescate ...;have declared;We have declared a state of emergency , and have sent paramedics ...
16633;presente;target;yes;yes;Tengo;;;VLfin;;;tener;;;;- Tengo malas noticias , chicos ,;'ve got;- I 've got bad news , men .
16634;presente;target;yes;yes;rodean;;;VLfin;;;rodear;;;;Las ataduras del Infierno me rodean , y los lazos de la muerte me tienen prisionera .;have encompassed;The cords of hell have encompassed me about and the snares of death have overtaken me !
16635;pretérito perfecto compuesto;target;yes;yes;He;sabido;;VHfin;VLadj;;haber;saber;;;He sabido de la presencia de un sacerdote en nuestro país con cartas de Roma , dirigidas a quienes desean vuestro daño .;has been made;It has been made known to me there is a priest abroad in the land , carrying letters from Rome to those who mean to harm you .
16636;pretérito perfecto compuesto;target;yes;yes;ha;sumado;;VHfin;VLadj;;haber;sumar;;;María de Guisa ha sumado a sus tropas francesas en Escocia 4000 hombres .;has increased;Mary of Guise has increased the French garrison in Scotland by 4,000 men .
16637;pretérito perfecto compuesto;target;yes;yes;ha;reclamado;;VHfin;VLadj;;haber;reclamar;;;María de Escocia ha reclamado ya vuestro trono , y Norfolk ,;has laid;Mary of Scots has already laid claim to your throne , and Norfolk ...
16638;pretérito perfecto compuesto;target;yes;yes;ha;hundido;;VHfin;VLadj;;haber;hundir;;;Cuántos barcos ha hundido ?;have sunk;How many ship have you sunk ?
16639;pretérito perfecto compuesto;target;yes;yes;ha;sido;rechazada;VHfin;VSadj;VLadj;haber;ser;rechazar;;La comandancia dice que no , La solicitud ha sido rechazada ,;has been denied;Our request has been denied , Chief .
16640;pretérito perfecto compuesto;target;yes;yes;haya;conocido;;VHfin;VLadj;;haber;conocer;;;Amenazado por las ambiciones de Francia y España y más débil en poder , hombres , tesoro y posesiones que antes jamas yo haya conocido .;have known;It 's threatened from abroad by France and Spain and is weaker in men , monies and riches than I have ever known it .
16641;presente;target;yes;yes;Estas;;;DM;;;este;;;;¡ Estas loca de veras !;'ve lost;You 've really lost it !
16642;pretérito perfecto compuesto;target;yes;yes;ha;sido;arrestado;VHfin;VSadj;VLadj;haber;ser;arrestar;;¿ Y por qué nadie ha sido arrestado ?;haven been arrested;And why haven 't they been arrested ?
16643;pretérito perfecto compuesto;target;yes;yes;ha;respondido;;VHfin;VLadj;;haber;responder;;;No ha respondido a nuestros recordatorios de pago .;haven responded;You haven 't responded to our payment reminders .
16644;pretérito indefinido;target;yes;yes;reportaron;;;VLfin;;;reportar;;;;Se reportaron incidentes en Den Bosch , Eindhoven , Schijndelben , Breda y también en Budel .;have been reported;Incidents have been reported in Den Bosch , Eindhoven , Schijndel , Breda and even Budel .
16645;pretérito indefinido;target;yes;yes;Decidí;;;VLfin;;;decidir;;;;"Decidí daros ...
otra oportunidad .";'ve decided;l 've decided to give you one last chance .
16646;condicional compuesto;target;yes;yes;Habría;sido;;VHfin;VSadj;;haber;ser;;;Habría sido mejor para ti .;have been;It would have been better for you .
16647;pretérito indefinido;target;yes;yes;esperó;;;VLfin;;;esperar;;;;Que durante tanto tiempo esperó .;'s been;He 's been waiting for you so long .
16648;pretérito perfecto compuesto;target;yes;yes;ha;llamado;;VHfin;VLadj;;haber;llamar;;;Dios me ha llamado a ser ...;has placed;God has placed me here ...
16650;pasado reciente;target;yes;yes;Acaba;de;regresar;VLfin;PREP;VLinf;acabar;de;regresar;;Acaba de regresar del exilio y le he encomendado vuestra custodia .;has returned;He has returned from exile and I have appointed him to have a care for Your Majesty 's person .
16651;pretérito indefinido;target;yes;yes;causó;;;VLfin;;;causar;;;;¿ Por él , que le causó tanta humillación , tanta miséria ?;has caused;He who has caused you such misery , such humiliation ?
16652;presente;target;yes;yes;tienen;;;VLfin;;;tener;;;;Las ataduras del Infierno me rodean , y los lazos de la muerte me tienen prisionera .;have overtaken;The cords of hell have encompassed me about and the snares of death have overtaken me !
16653;presente;target;yes;yes;Necesito;;;VLfin;;;necesitar;;;;Necesito un reemplazo para el jefe ,;'ve got;I 've got to find a replacement for the chief .
17051;pretérito indefinido;target;yes;yes;Puso;;;VLfin;;;poner;;;;- Puso su número de teléfono .;a mis;- Elle a mis son numéro !
17052;pretérito indefinido;target;yes;yes;deshicimos;;;VLfin;;;deshicimos;;;;Nos deshicimos de los policías .;a semé;On a semé les flics .
17053;pretérito indefinido;target;yes;yes;ordené;;;VLfin;;;ordenar;;;;Nunca lo ordené .;ai ordonné;Je ne l' ai jamais ordonné .
17054;pretérito indefinido;target;yes;yes;Salieron;;;VLfin;;;salir;;;;Salieron de la nada , mi Capitán .;sont sortis;Ils sont sortis on ne sait pas d' où .
17055;pretérito indefinido;target;yes;yes;Leí;;;VLfin;;;leer;;;;Leí su expediente .;ai lu;J' ai lu votre dossier .
17056;pretérito indefinido;target;yes;yes;Murió;;;VLfin;;;morir;;;;Murió en la guerra .;est mort;Il est mort pendant la guerre .
17057;pretérito indefinido;target;yes;yes;sacaste;;;VLfin;;;sacar;;;;¿ De dónde sacaste todo este dinero , viejo ?;as trouvé;Où t' as trouvé tout cet argent , mec ?
17058;pretérito indefinido;target;yes;yes;dije;;;VLfin;;;decir;;;;Te dije que vengas aquí , mierda .;ai dit;Je t' ai dit de venir ici , Bordel .
17059;pretérito perfecto compuesto;target;yes;yes;he;probado;;VHfin;VLadj;;haber;probar;;;Jamás los he probado ,;ai mangé;Je n' en ai jamais mangé .
17060;pretérito perfecto compuesto;target;yes;yes;han;tenido;;VHfin;VLadj;;haber;tener;;;Después de intentar extinguir el fuego , los bomberos ... han tenido que dejar que se queme la casa .;ont dû;Après avoir tenté d' éteindre le feu , les pompiers ont dû laisser la maison brûler .
17061;pretérito indefinido;target;yes;yes;regresaron;;;CODE;;;@card@;;;;"Los aliados ganan el control del Atlántico ,
Hubo 40,000 alemanes destinados a un submarino , 30,000 jamás regresaron ,";sont revenus;Sur les 40 000 sous-mariniers allemands de la Deuxième Guerre mondiale , 30 000 ne sont jamais revenus .
17062;pretérito indefinido;target;yes;yes;obrasteis;;;VLfin;;;obrasteis;;;;Señora , si hay el más mínimo indicio de verdad en estos cargos , ya sea que obrasteis por inocencia o desconocimiento , será mejor que confeséis .;avez agi;S' il y a la moindre parcelle de vérité dans ces accusations , même si vous avez agi en toute innocence , vous devez le confesser .
17063;pretérito indefinido;target;yes;yes;acorralamos;;;VLfin;;;acorralamos;;;;Mi Capitán , acorralamos un grupo que se quedó rezagado .;a traqué;Mon Capitaine , on a traqué un groupe à la traîne .
17064;pretérito indefinido;target;yes;yes;encontraste;;;VLfin;;;encontrar;;;;¿ Dónde encontraste esto ?;as trouvé;Où t' as trouvé ça ?
17065;pretérito indefinido;target;yes;yes;hice;;;VLfin;;;hacer;;;;Mira lo que te hice .;ai fait;Et regarde ce que j' ai fait pour toi .
17067;pretérito indefinido;target;yes;yes;Regresásteis;;;NP;;;Regresásteis;;;;¡ Regresásteis !;êtes revenue;Vous êtes revenue .
