id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;w4;pos1;pos2;pos3;pos4;lemma1;lemma2;lemma3;lemma4;comments;full fragment;source words;source fragment
15317;vtt;target;yes;yes;hebben;omsingeld;;;verbprespl;verbpapa;;;hebben;omsingelen;;;;We hebben een eenheid omsingeld die achterop raakte .;a traqué;Mon Capitaine , on a traqué un groupe à la traîne .
15318;other;target;yes;yes;heeft;kunnen;krijgen;;verbpressg;verbinf;verbinf;;hebben;kunnen;krijgen;;;De politie daar heeft ze in ieder geval niet te pakken kunnen krijgen .;haven been;Anyway , the cops haven 't been able to arrest them .
15370;other;target;yes;yes;wordt;vermist;;;verbpressg;nounsg;;;worden;vermist;;;;Verder nieuws : de minister van Defensie wordt nog steeds vermist .;has been found;Our defence minister has not been found yet .
15371;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Ik heb proberen uit te leggen dat het een incident is .;'ve been;What I 've been trying to explain , is that it was an accident .
15372;vtt;target;yes;yes;heeft;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;Hier in Maaskantje op het Triestplein heeft een bewoner besloten om nergens meer voor te betalen .;has decided;In Maaskantje a person has decided to stop paying for anything .
15373;other;target;yes;yes;begonnen;;;;verbpapa;;;;beginnen;;;;;Overal zijn mensen begonnen met de geleden schade te herstellen .;have gone;People have gone back to their lives , and are coping with the damage .
15378;other;target;yes;yes;geneukt;;;;verbpapa;;;;neuken;;;;;Nie geneukt in ieder geval .;haven gotten;I haven 't gotten laid .
15379;vtt;target;yes;yes;hebben;gedaan;;;verbprespl;verbpapa;;;hebben;doen;;;;We hebben er wel alles aan gedaan , maar het is helaas niet gelukt .;'ve tried;We 've tried everything to get more money , but it didn 't work out .
15380;vtt;target;yes;yes;zijn;gemeld;;;verbprespl;verbpapa;;;zijn;melden;;;;Er zijn incidenten gemeld vanuit Den Bosch , Eindhoven Schijndel , Breda en zelfs vanuit Budel .;have been reported;Incidents have been reported in Den Bosch , Eindhoven , Schijndel , Breda and even Budel .
15381;ott;target;yes;yes;beginnen;;;;verbprespl;;;;beginnen;;;;;Na erupties van geweld in het zuiden des lands beginnen de rellen zich nu zelfs buiten Brabant voor te doen .;have been;Since the start of riots in the South there have been outbreaks of violence in other regions .
15382;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;"Het geld is op .
Het budget voor deze film is er helemaal doorheen .";have spent;We have spent all the money in the budget .
15383;vtt;target;yes;yes;hebben;gestuurd;;;verbprespl;verbpapa;;;hebben;sturen;;;;"We hebben ' n noodtoestand uitgeroepen .
We hebben hulpdiensten gestuurd ...";have sent;We have declared a state of emergency , and have sent paramedics ...
15384;vtt;target;yes;yes;is;gepakt;;;verbpressg;verbpapa;;;zijn;pakken;;;;De dader is dus nog nie gepakt ?;hasn been arrested;So I 'm assuming he hasn 't been arrested ?
15385;vtt;target;yes;yes;hebben;uitgeroepen;;;verbprespl;verbpapa;;;hebben;uitroepen;;;;"We hebben ' n noodtoestand uitgeroepen .
We hebben hulpdiensten gestuurd ...";have declared;We have declared a state of emergency , and have sent paramedics ...
15386;other;target;yes;yes;opgeschrikt;;;;verbpapa;;;;opschrikken;;;;;Het o zo rustige Maaskantje , opgeschrikt door een opvallend incident .;has shocked;This unusual event has shocked the quiet town of Maaskantje .
15387;vtt;target;yes;yes;heb;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;"Uit betrouwbare bron heb ik vernomen dat het geen fout van België is .
Maar om een mislukte aanslag op het dorp Maaskantje door de Nederlandse regering .
Dit alles om vijf onschuldige jongens uit te schakelen .";'ve heard;I 've heard from reliable sources , that this was not caused by a technical error but a failed attack on Maaskantje ordered by the Dutch government ... ... to kill five guys .
15388;vtt;target;yes;yes;hebben;gehad;;;verbprespl;verbpapa;;;hebben;hebben;;;;U heeft aanmaningen van ons ontvangen waar wij geen reactie op hebben gehad .;haven responded;You haven 't responded to our payment reminders .
15390;other;target;yes;yes;hedde;gedaan;;;nounsg;verbpapa;;;hedde;doen;;;;Gij woont hier nu al drie maanden en wat hedde gij nou eigenlijk hier gedaan ?;have done;What have you done in the last three months that you 've been living here ?
15392;ott;target;yes;yes;hebben;;;;verbprespl;;;;hebben;;;;;Al dertien weken hebben wij wat en het enige wat ik mag doen is vingeren .;'ve been;We 've been together for thirteen weeks .
15393;other;target;yes;yes;afgesloten;;;;verbpapa;;;;afsluiten;;;;;Wegens administratieve redenen afgesloten .;has been suspended;Due to the delinquent status on your account your phone service has been suspended .
15394;vtt;target;yes;yes;heeft;opgepakt;;;verbpressg;verbpapa;;;hebben;oppakken;;;;Waarom heeft niemand ze nog opgepakt ?;haven been arrested;And why haven 't they been arrested ?
15395;ott;target;yes;yes;woont;;;;verbpressg;;;;wonen;;;;;Gij woont hier nu al drie maanden en wat hedde gij nou eigenlijk hier gedaan ?;'ve been;What have you done in the last three months that you 've been living here ?
15777;ovt;target;yes;yes;deed;;;;verbpastsg;;;;doen;;;;;- Ze is niet slecht ... na Pandi-Panda deed ze niet meer veel .;hat gemacht;Aber seit ihrem letzten Hit hat sie nichts mehr gemacht !
15778;other;target;yes;yes;Heeft;gezegd;;;verbpressg;adj;;;hebben;gezegd;;;;Heeft niemand me gezegd .;Hat gesagt;Hat sie nicht gesagt .
15779;vtt;target;yes;yes;word;ingehuurd;;;verbpressg;verbpapa;;;worden;inhuren;;;;"Dus ik word ingehuurd ?
- Natuurlijk .";bin angestellt;- Ich bin angestellt ?
15780;ovt;target;yes;yes;kreeg;;;;verbpastsg;;;;krijgen;;;;;"Dat ben je waard op kunst gebied .
Ik kreeg 11.000 euro voor je schilderij .";habe gekriegt;Ihr Anteil am Kunstmarkt , ich habe 11.000 Euro dafür gekriegt .
15783;ott;target;yes;yes;snap;;;;verbpressg;;;;snappen;;;;;Oké , ik snap het .;habe verstanden;Gut , ich habe verstanden .
15786;ovt;target;yes;yes;gaf;;;;verbpastsg;;;;geven;;;;;"Maar uiteindelijk gaf ze antwoord .
Wel ...";hat geantwortet;Jedenfalls hat sie geantwortet Gute Nacht !
15787;vtt;target;yes;yes;heb;gestudeerd;;;verbpressg;verbpapa;;;hebben;studeren;;;;Ik hou niet ... ik bedoel ... ik heb meer gestudeerd dan gewerkt .;habe studiert;Ich habe mehr studiert als gearbeitet .
15789;ovt;target;yes;yes;ondertekende;;;;verbpastsg;;;;ondertekenen;;;;;Dus ik ondertekende je papier .;ist unterschrieben;Ihr Formular ist unterschrieben .
15790;other;target;yes;yes;ben;gestrest;;;verbpressg;nounsg;;;zijn;gestrest;;;;Ik ben niet gestrest .;bin verspannt;Ich bin nicht verspannt .
15791;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Lang geleden dat ik op dit uur in Parijs was .;habe gesehen;So spät habe ich Paris lange nicht mehr gesehen .
15793;vtt;target;yes;yes;heb;genomen;;;verbpressg;verbpapa;;;hebben;nemen;;;;- Wat heb je genomen ?;hast genommen;- Was hast du genommen ?
15795;ovt;target;yes;yes;had;;;;verbpastsg;;;;hebben;;;;;"Uiteindelijk kwamen de dokters met ' n diagnose .
Ze had niet lang meer .";war verdammt;Eine unheilbare Krankheit , sie war verdammt .
15796;other;target;yes;yes;zijn;bezet;;;det__poss;verbpressg;;;zijn;bezetten;;;;Al onze lijnen zijn momenteel bezet .;sind belegt;""" Unsere Leitungen sind momentan belegt . """
15799;vtt;target;yes;yes;heb;gebeden;;;verbpressg;verbpapa;;;hebben;bidden;;;;"Weet je Driss ...
Ik heb veel voor je gebeden .
Maar vergeef me ...";habe gebetet;Weißt du , Driss , ich habe viel für dich gebetet , aber Gott möge mir vergeben , ich habe andere Kinder .
15800;ott;target;yes;yes;snap;;;;verbpressg;;;;snappen;;;;;"Oké .
Ik snap het .";habe verstanden;Gut , ich habe verstanden .
15801;vtt;target;yes;yes;is;gebeurd;;;verbpressg;verbpapa;;;zijn;beuren|gebeuren;;;;Wat is er gebeurd ?;ist passiert;Was ist passiert ?
15802;ovt;target;yes;yes;schuimde;;;;verbpastsg;;;;schuimen;;;;;Ik verloor de tijd uit het oog , duurde ' n eeuwigheid voor mijn bad schuimde .;hat geschäumt;Es hat ewig nicht geschäumt .
15803;ovt;target;yes;yes;hielp;;;;verbpastsg;;;;helpen;;;;;Ik hielp je geweldig .;habe geholfen;- Das reicht , ich habe Ihnen geholfen .
15804;vtt;target;yes;yes;is;gebeurd;;;verbpressg;verbpapa;;;zijn;beuren|gebeuren;;;;Vertel me wat er is gebeurd .;passiert ist;- Sag schon , was passiert ist !
15807;vtt;target;yes;yes;hebt;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;En je hebt haar nog nooit gezien ?;haben gesehen;Und Sie haben sie noch nie gesehen ?
15810;other;target;yes;yes;Is;gecompliceerd;;;nounsg;verbpapa;;;Is;compliceren;;;;' t Is gecompliceerd .;ist kompliziert;- Das ist kompliziert .
15811;other;target;yes;yes;moet;doen;;;verbpressg;verbinf;;;moeten;doen;;;;"- Wacht , wacht .
Ik moet het niet doen , of wel ?";bin verpflichtet;Ich bin zu nichts verpflichtet !
15812;ott;target;yes;yes;heeft;;;;verbpressg;;;;hebben;;;;;Zei je niet dat hij ' n galerij in Londen heeft ?;hat ausgestellt;- Er hat in London ausgestellt ?
15813;ovt;target;yes;yes;noemde;;;;verbpastsg;;;;noemen;;;;;Hij noemde me een slet .;hat beschimpft;Er hat mich als Nutte beschimpft !
15814;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Ja , dat is een beetje vervelend .;Ist beschissen;Ist ja beschissen !
15815;ovt;target;yes;yes;zei;;;;verbpastsg;;;;zeggen;;;;;"Ik hoorde wat je tegen Elisa zei .
Was niet erg aardig .";gesagt hast;- Nicht nett , was du Elisa gesagt hast .
15816;vtt;target;yes;yes;heb;genomen;;;verbpressg;verbpapa;;;hebben;nemen;;;;Wacht ... heb je ook Ibuprofen genomen ?;Hast genommen;Hast du auch Dolipran genommen ?
15818;vtt;target;yes;yes;is;gestapt;;;verbpressg;verbpapa;;;zijn;stappen;;;;Hij is met ' t verkeerde been uit bed gestapt .;ist aufgestanden;Er ist mit dem falschen Fuß aufgestanden ...
15819;vtt;target;yes;yes;heb;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Wat heb je gedaan ?;hast gemacht;Was hast du gemacht ?
15820;ovt;target;yes;yes;nam;;;;verbpastsg;;;;nemen;;;;;Ik nam mijn tijd , maar ik vond het .;hat gedauert;Es hat gedauert , aber ich hab ' s gefunden .
15822;other;target;yes;yes;adopteren;;;;verbinf;;;;adopteren;;;;;We besloten toch nog te adopteren .;haben adoptiert;Wir haben adoptiert .
15823;ovt;target;yes;yes;schreef;;;;verbpastsg;;;;schrijven;;;;;"Ze schreef haar telefoonnummer erop .
Da ' s een teken .";hat aufgeschrieben;Sie hat ihre Nummer aufgeschrieben .
15824;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Die is niet geschikt voor mij .;ist angepasst;Der ist nicht angepasst .
15825;vtt;target;yes;yes;Heb;gevonden;;;verbpressg;verbpapa;;;hebben;vinden;;;;Heb je mijn ei gevonden ?;Hast gefunden;Hast du mein Ei gefunden ?
15826;vtt;target;yes;yes;heb;gezegd;;;verbpressg;verbpapa;;;hebben;zeggen;;;;"Wat heb je ze gezegd ?
Niets .";hast gesagt;- Was hast du gesagt ?
15827;ott;target;yes;yes;ben;;;;verbpressg;;;;zijn;;;;;Dus als je rode oren hebt ben je geil ?;sind erregt;Wenn Sie rote Ohren haben , sind Sie also erregt ?
15828;other;target;yes;yes;ben;gevallen;;;verbpressg;nounpl;;;zijn;geval;;;;"Wat heb je gedaan ?
- Ik ben van mijn scooter gevallen .";bin gefallen;- Ich bin vom Mofa gefallen .
15830;vtt;target;yes;yes;geïnteresseerd;bent;;;verbpapa;verbpressg;;;interesseren;zijn;;;;Het zegt dat jammer genoeg , ondanks al u duidelijke kwaliteiten ... of hoe u het ook zeggen wilt u niet geïnteresseerd bent .;interessiert sind;Dass Sie leider , trotz offensichtlicher Qualitäten , nicht interessiert sind .
15831;vtt;target;yes;yes;heeft;gedumpt;;;verbpressg;verbpapa;;;hebben;dumpen;;;;- Hij heeft me gedumpt .;hat gemacht;- Er hat Schluss gemacht .
15832;ovt;target;yes;yes;Zei;;;;verbpastsg;;;;zeggen;;;;;Zei ze iets over mij ?;Hat gesprochen;- Hat sie von mir gesprochen ?
15833;other;target;yes;yes;zal;verkocht;zijn;;verbpressg;verbpapa;verbprespl;;zullen;verkopen;zijn;;;"We openen dinsdag .
Dinsdagavond zal het verkocht zijn .
Kunnen we gaan ?";ist verkauft;Wir eröffnen Dienstag , Dienstag Abend ist es verkauft .
15834;other;target;yes;yes;Heb;gemaakt;;;verbpressg;adj;;;hebben;gemaakt;;;;Heb jij dat gemaakt ?;Hast gemacht;Hast du das gemacht ?
15835;ott;target;yes;yes;bent;;;;verbpressg;;;;zijn;;;;;Jij bent bekend met drama , maar ik niet .;sind gewöhnt;Sie sind solche Dramen gewöhnt , aber ich nicht .
15836;vvt;target;yes;yes;Had;gemaakt;;;verbpastsg;verbpapa;;;hebben;maken;;;;"Had jij geen afspraak gemaakt aan de telefoon ?
Ja , dat heb ik gedaan .";Sind abgefahren;- Sind Sie auf sie abgefahren am Telefon ?
15837;vtt;target;yes;yes;heb;opgevorderd;;;verbpressg;verbpapa;;;hebben;opvorderen;;;;- Ik heb je niet opgevorderd ...;habe bestellt;Ich habe dich nicht bestellt .
15838;ott;target;yes;yes;vastzit;;;;verbpressg;;;;vastzitten;;;;;Laat hem nooit los tot hij volledig vastzit .;angeschnallt ist;Niemals loslassen , wenn er nicht angeschnallt ist !
15839;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Je proefperiode is voorbij .;haben gewonnen;Sie haben die Wette gewonnen .
15840;ott;target;yes;yes;behoud;;;;verbpressg;;;;behouden;;;;;En daar je goed werk hebt geleverd , behoud je je uitkering .;haben verdient;Sie haben sich die Stütze mehr als verdient .
15841;ovt;target;yes;yes;sloeg;;;;verbpastsg;;;;slaan;;;;;Hij sloeg ' n buurman .;hat geschlagen;Er hat einen Nachbarn geschlagen ?
15842;other;target;yes;yes;zat;;;;det__indef;;;;zat;;;;;Sorry , ik zat fout met de prijs .;habe geirrt;Verzeihung , ich habe mich beim Preis geirrt .
15844;vtt;target;yes;yes;heb;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;Ik heb hem al eens gezien .;habe gemerkt;Ich habe es gleich gemerkt .
15845;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Je was het met me eens !;hast gesagt;Du hast Ja gesagt !
15846;ott;target;yes;yes;las;;;;verbpressg;;;;lassen;;;;;Ik las je dossier .;habe gelesen;Ich habe Ihre Akte gelesen :
15848;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;"Je was zes maanden pleite .
Geen belletje .
Niets .";bist verschwunden;Sechs Monate bist du verschwunden , kein Anruf , nichts !
15849;vtt;target;yes;yes;hebt;opgevorderd;;;verbpressg;verbpapa;;;hebben;opvorderen;;;;Je hebt me opgevorderd , hier ben ik .;hast bestellt;Du hast mich bestellt , da bin ich .
15850;vtt;target;yes;yes;ben;ontspannen;;;verbpressg;verbpapa;;;zijn;ontspannen;;;;Ik ben ontspannen , kunnen we nu naar beneden ?;bin entspannt;Ich bin entspannt , aber warum steigen wir auf ?
15852;ovt;target;yes;yes;achterliet;;;;verbpastsg;;;;achterlaten;;;;;- Daar waar je hem achterliet .;gelassen hat;- Da , wo man ihn gelassen hat .
15853;vtt;target;yes;yes;zijn;genaaid;;;verbprespl;verbpapa;;;zijn;naaien;;;;We waren slechts met vier en we zijn genaaid .;hat reingelegt;Man hat uns reingelegt .
15854;ott;target;yes;yes;ben;;;;verbpressg;;;;zijn;;;;;Ik ben altijd angstig ' s ochtend , wanneer de post aankomt .;bin verspannt;Morgens , wenn die Post kommt , bin ich immer leicht verspannt .
15876;ott;target;yes;yes;kijkt;;;;verbpressg;;;;kijken;;;;;Je kijkt hier al ' n uur naar .;'ve been;You 've been looking at this for an hour .
15877;ovt;target;yes;yes;zat;;;;verbpastsg;;;;zitten;;;;;Waar zat je ?;have been;Where have you been ?
15878;ott;target;yes;yes;hebt;;;;verbpressg;;;;hebben;;;;;- Jij hebt helemaal niets onder controle .;have covered;- You have nothing covered .
15879;vtt;target;yes;yes;heb;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;Ik heb haar nog nooit gezien .;'ve seen;I 've never seen her .
15880;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Geen zorgen , ik heb ' t onder controle .;have covered;- Don 't worry , I have it covered .
15881;ott;target;yes;yes;zagen;;;;verbprespl;;;;zagen;;;;;Mijn voeten zagen er nooit beter uit .;have been styled;My feet have never been styled so well .
15882;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;"Je was zes maanden pleite .
Geen belletje .";'ve been gone;You 've been gone for 6 months .
15883;vtt;target;yes;yes;bent;verbonden;;;verbpressg;verbpapa;;;zijn;verbinden;;;;Goeiendag , U bent verbonden met het Parijse werklozenagentschap .;have reached;""" You have reached the Paris unemployment agency . """
15884;ott;target;yes;yes;hebt;;;;verbpressg;;;;hebben;;;;;U hebt uw rijbewijs slechts één maand .;'ve had;You 've only had your driving license for a month .
15887;ott;target;yes;yes;ben;;;;verbpressg;;;;zijn;;;;;ben je helemaal je verstand kwijt !;'ve lost;You 've really lost it !
15888;ott;target;yes;yes;geilt;;;;verbpressg;;;;geilen;;;;;Ze geilt op mij .;'s got;She 's got the hots for me .
15889;ott;target;yes;yes;rij;;;;verbpressg;;;;rijen;;;;;Ja , maar ik rij al langer .;'ve been;Yes , but I 've been driving for longer .
15891;ott;target;yes;yes;duurt;;;;verbpressg;;;;duren;;;;;Hoelang duurt dit al ?;has been;How long has it been going on ?
15893;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;Ze zijn al twee jaar samen .;'ve been;They 've been together for two years .
15894;ott;target;yes;yes;wacht;;;;verbpressg;;;;wachten;;;;;- Ik wacht al twee uur , ' t is nu aan mij .;'ve been;I 've been waiting for 2 hours .
15896;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Lang geleden dat ik op dit uur in Parijs was .;haven been;I haven 't been out in Paris by this time of the day in a long time .
15897;vtt;target;yes;yes;hebt;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;En je hebt haar nog nooit gezien ?;'ve seen;And you 've never seen her ?
16089;ovt;target;yes;yes;noemden;;;;verbpastpl;;;;noemen;;;;;Maar er waren vele Bakary ' s in de buurt dus noemden ze me Idriss ... wat op de één of andere manier Driss werd .;ont appelé;Mais , ils m' ont appelé Idriss .
16090;ovt;target;yes;yes;namen;;;;verbpastpl;;;;nemen;;;;;"Ze konden zelf geen kinderen krijgen , dus bezochten ze een broer die er vele had .
Ze namen de oudste .
Mij .";ont pris;Ils sont allés voir un frère ... qui avait des enfants et ont pris l' aîné : moi .
16091;vtt;target;yes;yes;heb;gezegd;;;verbpressg;verbpapa;;;hebben;zeggen;;;;"Wat heb je ze gezegd ?
Niets .
Ik had ze niets te zeggen .";as dit;- Qu' est-ce que tu as dit ?
16092;ovt;target;yes;yes;zag;;;;verbpastsg;;;;zien;;;;;"Ik zag foto ' s bij je thuis .
De blondine , nietwaar ?";ai vu;J' ai vu des photos .
16093;ovt;target;yes;yes;had;;;;verbpastsg;;;;hebben;;;;;"Toen werd ze zwanger éénmaal , tweemaal ...
Ze had vijf miskramen .";a fait;Elle est tombée enceinte et a fait 5 fausses couches .
16095;ovt;target;yes;yes;beluisterden;;;;verbpastpl;;;;beluisteren;;;;;"Nu is ' t mijn beurt .
We beluisterden jouw klassiekers nu die van mijne .
' Earth , Wind Fire ' .";a écouté;A mon tour : on a écouté vos classiques , on va écouter les miens .
16097;vtt;target;yes;yes;hebt;geflikt;;;verbpressg;verbpapa;;;hebben;flikken;;;;- Je hebt het geflikt .;avez gagné;- Vous avez gagné .
16098;ott;target;yes;yes;las;;;;verbpressg;;;;lassen;;;;;Ik las je dossier .;ai lu;J' ai lu votre dossier .
16099;ovt;target;yes;yes;hield;;;;verbpastsg;;;;houden;;;;;"God , ik hield zoveel van haar .
Wat hield ik van haar .";ai aimée;Putain , qu' est-ce que je l' ai aimée .
16100;ovt;target;yes;yes;stierf;;;;verbpastsg;;;;sterven;;;;;Maar bel ondertussen z ' n 15 jarige dochter ... en zeg dat haar vader door jullie schuld stierf !;est mort;Sa fille saura qu' il est mort à cause de toi .
16102;ovt;target;yes;yes;deed;;;;verbpastsg;;;;doen;;;;;Maar je deed het wel .;avez été;Vous y avez été ?
16109;ovt;target;yes;yes;werd;;;;verbpastsg;;;;worden;;;;;"Toen plotseling mijn moeder ...
Ik bedoel mijn tante ... ineens tweemaal zwanger werd .";est tombée;Après , ma mère , ma tante est tombée enceinte .
16111;ovt;target;yes;yes;vond;;;;verbpastsg;;;;vinden;;;;;Ik vond 20 , niet b kwadra ...;ai trouvé;- J' ai trouvé 20 !
16113;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Ik hou niet ... ik bedoel ... ik heb meer gestudeerd dan gewerkt .;ai fait;J' ai plus fait d' études que travaillé .
16114;vtt;target;yes;yes;hebt;opgevorderd;;;verbpressg;verbpapa;;;hebben;opvorderen;;;;Je hebt me opgevorderd , hier ben ik .;as convoqué;Tu m' as convoqué , alors je suis là .
16115;ott;target;yes;yes;snap;;;;verbpressg;;;;snappen;;;;;Ik snap het .;ai compris;Bon , j' ai compris ...
16117;ott;target;yes;yes;hebt;;;;verbpressg;;;;hebben;;;;;Je hebt zo te zien ervaring ...;avez fait;Vous avez fait ça toute votre vie ?
16118;ovt;target;yes;yes;had;;;;verbpastsg;;;;hebben;;;;;"Ik had slechts 30 gram , je kent de wet .
ze konden niets doen .";ont chopé;Ils m' ont chopé avec 30g .
16119;ott;target;yes;yes;begrijp;;;;verbpressg;;;;begrijpen;;;;;- Ik begrijp ' t , het is jouw ...;ai compris;- J' ai compris .
16120;ovt;target;yes;yes;stierf;;;;verbpastsg;;;;sterven;;;;;Toen stierf mijn oom .;est mort;Mon oncle est mort .
16122;ovt;target;yes;yes;werd;;;;verbpastsg;;;;worden;;;;;Maar er waren vele Bakary ' s in de buurt dus noemden ze me Idriss ... wat op de één of andere manier Driss werd .;est resté;C' est Driss qui est resté .
16123;ovt;target;yes;yes;besloten;;;;verbpastpl;;;;besluiten;;;;;We besloten toch nog te adopteren .;a décidé;On a décidé d' adopter .
16125;ott;target;yes;yes;snap;;;;verbpressg;;;;snappen;;;;;Oké , ik snap het .;ai compris;J' ai compris .
16126;vtt;target;yes;yes;heb;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Wat heb je gedaan ?;as fait;T' as fait quoi ?
16129;ovt;target;yes;yes;schreef;;;;verbpastsg;;;;schrijven;;;;;Over je persoonlijke evaluatie schreef je slechts één woord : pragmatisch .;avez noté;Vous n' avez noté qu' un seul mot :
16132;ovt;target;yes;yes;kwamen;;;;verbpastpl;;;;komen;;;;;En toen kwamen er andere mannen , andere kinderen .;a eu;Elle en a eu d' autres .
16133;vtt;target;yes;yes;heb;opgevorderd;;;verbpressg;verbpapa;;;hebben;opvorderen;;;;- Ik heb je niet opgevorderd ...;ai convoqué;Je ne t' ai pas convoqué .
16136;vvt;target;yes;yes;werd;opgevoed;;;verbpastsg;verbpapa;;;worden;opvoeden;;;;Ik werd opgevoed met de overtuiging dat ik ... goed genoeg was om op de hele wereld te pissen .;ai été élevé;J' ai été élevé dans l' idée qu' on pissait sur le monde .
16137;other;target;yes;yes;Heb;gemaakt;;;verbpressg;adj;;;hebben;gemaakt;;;;"Heb jij dat gemaakt ?
- Ja .";as fait;C' est toi qui as fait ça ?
16140;ovt;target;yes;yes;had;;;;verbpastsg;;;;hebben;;;;;"Ik zag ...
had mijn eerste professionele ervaring ...";ai eu;J' ai eu ma 1re expérience ...
16141;ott;target;yes;yes;vertrekken;;;;verbprespl;;;;vertrekken;;;;;"Ze zijn weg .
Ze vertrekken .";sont partis;- Ils sont partis , là .
16143;ovt;target;yes;yes;zag;;;;verbpastsg;;;;zien;;;;;- Kom op , ik zag het wel .;ai remarqué;- J' ai remarqué .
16144;vtt;target;yes;yes;heeft;gedumpt;;;verbpressg;verbpapa;;;hebben;dumpen;;;;- Hij heeft me gedumpt .;a larguée;- Il m' a larguée .
16145;ovt;target;yes;yes;ontmoette;;;;verbpastsg;;;;ontmoeten;;;;;Ik ontmoette mijn vrouw Alice toen we studeerden .;ai rencontré;J' ai rencontré ma femme , Alice , à 20 ans .
16151;ovt;target;yes;yes;bezochten;;;;verbpastpl;;;;bezoeken;;;;;"Ze konden zelf geen kinderen krijgen , dus bezochten ze een broer die er vele had .
Ze namen de oudste .
Mij .";sont allés;Ils sont allés voir un frère ... qui avait des enfants et ont pris l' aîné : moi .
16152;ovt;target;yes;yes;schreef;;;;verbpastsg;;;;schrijven;;;;;Ze schreef haar telefoonnummer erop .;a mis;- Elle a mis son numéro !
16153;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Hij is op weg !;est parti;Super , c' est parti .
16154;vtt;target;yes;yes;heb;gebeden;;;verbpressg;verbpapa;;;hebben;bidden;;;;"Weet je Driss ...
Ik heb veel voor je gebeden .";ai prié;Tu sais , Driss j' ai prié pour toi .
16155;ovt;target;yes;yes;zei;;;;verbpastsg;;;;zeggen;;;;;Ik deed haar stem na en zei dat iemand hem kwam oppikken .;ai dit;J' ai dit qu' on allait venir le chercher .
16157;ovt;target;yes;yes;had;;;;verbpastsg;;;;hebben;;;;;Zo zeg eens , wie had je aan de lijn ?;as eu;- T' as eu qui ?
16158;ovt;target;yes;yes;sloeg;;;;verbpastsg;;;;slaan;;;;;Hij sloeg ' n buurman .;a frappé;Il a frappé un voisin ?
16159;vtt;target;yes;yes;hebben;genomen;;;verbprespl;verbpapa;;;hebben;nemen;;;;Ze hebben me mee genomen uit Senegal toen ik acht was .;ont adopté;Ils m' ont adopté à 8 ans .
16160;vtt;target;yes;yes;heb;gehouden;;;verbpressg;verbpapa;;;hebben;houden;;;;"Ik heb altijd van competitie gehouden .
Extreme sporten , snelheid ...";ai aimé;J' ai toujours aimé les sports extrêmes et la vitesse .
16161;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Kun je Philip zeggen dat die knul er is ?;est arrivé;Prévenez qu' il est arrivé .
16163;vtt;target;yes;yes;hebt;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;En je hebt haar nog nooit gezien ?;avez vue;Et vous l' avez jamais vue ?
16164;ott;target;yes;yes;zagen;;;;verbprespl;;;;zagen;;;;;"Mijn voeten zagen er nooit beter uit .
Ga maar lunchen , Marcelle .";ai eu;J' ai jamais eu les pieds si bien coiffés !
16168;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Ik heb politie contacten .;ai eu;J' ai eu Sivot , à la chancellerie .
16171;other;target;yes;yes;gedacht;;;;verbpapa;;;;denken|gedenken;;;;;"Nee ?
Nooit gedacht om ... een salon of zoiets te beginnen ?";avez pensé;Vous n' avez pas pensé à un CAP d' esthéticienne ?
16173;other;target;yes;yes;Heb;lezen;;;verbpressg;verbinf;;;hebben;lezen;;;;Heb je ook leren lezen ?;as appris;- T' as appris à lire aussi ?
16178;vtt;target;yes;yes;ben;gestopt;;;verbpressg;verbpapa;;;zijn;stoppen;;;;Eerlijk gezegd ben ik net gestopt , en u zou dat ook moeten doen .;ai arrêté;J' ai arrêté il y a peu .
